,fight_id,round,FT_blue,SMA_blue,SUL_blue,GRC_blue,SGHL_blue,SSA_blue,KDL_blue,SGBA_blue,ST_blue,SGHA_blue,KOL_blue,TDL_blue,SGBL_blue,RVL_blue,SGA_blue,SSHL_blue,SSBA_blue,SSBL_blue,TDA_blue,SML_blue,SSHA_blue,FT_red,SMA_red,SUL_red,GRC_red,SGHL_red,SSA_red,KDL_red,SGBA_red,ST_red,SGHA_red,KOL_red,TDL_red,SGBL_red,RVL_red,SGA_red,SSHL_red,SSBA_red,SSBL_red,TDA_red,SML_red,SSHA_red,blue,red
0,10505,1,8,0,0,0,0,59,0,0,240,0,0,0,0,0,0,12,9,8,0,0,50,8,0,0,8,12,60,1,0,240,15,1,0,0,0,15,14,11,6,1,0,46,1340,2994
0,8272,1,0,0,0,6,10,15,1,1,63,10,1,0,1,0,11,2,1,0,0,0,14,0,0,0,0,0,11,0,0,63,0,0,0,0,0,0,3,2,2,0,0,7,1340,3014
0,9731,1,93,0,3,8,9,21,1,0,80,16,1,0,0,0,16,5,2,2,1,0,18,93,0,0,93,16,37,1,0,80,24,0,2,0,0,24,17,4,3,3,0,33,1340,3345
0,9888,1,141,0,1,0,0,36,0,0,159,0,0,0,0,0,0,7,5,3,0,0,29,141,0,0,141,3,16,0,0,159,4,0,1,0,0,6,5,1,1,1,0,15,1340,3520
1,9888,2,0,0,0,4,1,94,0,0,296,1,0,0,0,0,1,23,13,11,0,0,78,0,0,0,0,0,37,0,0,296,1,0,0,0,0,1,13,6,6,1,0,30,1340,3520
2,9888,3,0,0,0,0,1,19,1,0,90,1,1,0,0,0,1,6,6,6,0,0,12,0,0,0,0,0,8,0,0,90,0,0,0,0,0,0,3,1,1,1,0,5,1340,3520
0,11936,1,0,0,0,0,0,9,0,0,95,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,10,16,9,1,0,95,16,1,0,0,0,16,5,2,2,0,0,7,1340,3733
0,7435,1,5,1,0,13,0,54,0,0,282,0,0,0,0,1,0,18,10,5,1,0,41,5,0,1,5,0,44,1,0,282,1,0,0,0,0,1,6,4,3,3,0,33,2994,2784
1,7435,2,7,0,1,10,0,52,0,0,265,0,0,1,0,0,0,8,6,2,4,0,42,7,1,1,7,2,70,1,0,265,2,0,0,0,0,2,21,11,8,0,0,55,2994,2784
2,7435,3,7,0,1,3,0,70,0,0,286,0,0,1,0,0,0,17,10,3,1,0,51,7,0,1,7,0,47,0,0,286,0,0,1,0,0,0,9,9,5,2,0,33,2994,2784
0,9162,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,7,3,1,0,0,0,3,2,0,0,0,0,2,2994,3345
0,11587,1,92,1,0,92,0,22,0,0,128,0,0,1,0,1,0,2,7,6,3,0,14,92,0,1,28,1,25,0,0,128,4,0,0,0,1,4,11,6,5,0,0,18,2994,3423
1,11587,2,0,0,1,0,0,32,0,0,230,0,0,0,0,0,0,5,5,1,0,0,25,0,1,0,43,3,51,0,0,230,4,0,1,0,0,4,25,6,4,1,0,43,2994,3423
2,11587,3,2,0,3,0,0,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,68,2,8,1,0,44,2,1,3,0,0,2,2,2,2,3,0,6,2994,3423
0,7248,1,0,0,0,0,0,52,0,0,295,0,0,0,0,0,0,18,6,4,1,0,44,0,0,0,0,0,47,0,0,295,0,0,0,0,0,0,8,8,6,1,0,38,3014,2822
1,7248,2,0,0,0,10,3,62,1,0,290,7,0,0,0,0,7,26,2,1,0,0,59,0,0,1,0,0,92,0,0,290,0,0,0,0,0,0,10,9,7,0,0,82,3014,2822
2,7248,3,0,0,0,17,5,67,0,0,280,10,0,0,0,0,10,27,3,2,1,0,60,0,0,0,0,0,81,0,0,280,0,0,0,0,0,0,10,7,7,3,0,74,3014,2822
0,11877,1,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,21,13,11,0,0,50,0,0,0,0,0,107,0,0,300,0,0,0,0,0,0,28,7,3,0,0,94,3014,3845
1,11877,2,0,0,0,0,0,104,0,0,300,0,0,0,0,0,0,39,11,8,0,0,91,0,0,0,0,0,183,0,0,300,0,0,0,0,0,0,53,10,6,0,0,170,3014,3845
2,11877,3,0,0,0,49,0,105,0,0,251,0,0,1,0,0,0,43,10,7,5,0,92,0,0,1,0,0,143,0,0,251,0,0,0,0,0,0,39,10,8,0,0,131,3014,3845
0,11855,1,8,1,0,60,46,18,0,0,53,51,1,0,0,1,51,7,2,1,0,0,16,8,0,0,8,0,13,0,0,53,0,0,1,0,0,0,3,3,0,2,0,9,3345,2758
0,9688,1,4,1,0,123,2,1,0,1,4,2,0,0,1,0,3,0,1,0,0,1,0,4,0,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3345,3423
0,10823,1,0,0,0,3,3,44,0,0,82,3,1,0,0,0,3,20,11,7,2,0,33,0,0,0,0,0,5,0,0,82,0,0,0,0,0,0,0,1,1,1,0,4,3345,3515
0,9998,1,0,1,0,36,1,35,0,0,85,2,0,1,0,0,2,14,3,3,1,1,32,0,0,0,0,0,16,0,0,85,0,0,0,0,0,0,6,2,1,1,0,11,3345,3772
0,11311,1,0,0,0,0,0,18,0,0,37,0,0,0,0,0,0,3,2,2,0,0,16,0,0,0,0,0,12,1,0,37,0,1,0,0,0,0,3,2,1,0,0,8,3345,3845
0,10704,1,215,0,1,215,0,8,0,0,65,0,0,2,0,0,0,2,3,3,3,0,5,215,0,1,14,2,6,0,0,65,2,0,0,0,1,2,2,0,0,0,0,5,3345,3859
1,10704,2,2,0,0,2,0,6,0,0,30,0,0,0,0,0,0,1,0,0,2,0,5,2,1,0,35,0,7,0,0,30,0,0,0,0,0,0,2,1,0,0,1,4,3345,3859
0,10245,1,28,0,1,9,0,17,0,2,225,0,0,0,2,0,2,4,2,1,1,0,15,28,0,0,21,0,22,0,0,225,0,0,1,0,0,0,5,10,10,4,0,10,3345,3909
1,10245,2,0,0,0,0,0,30,0,0,137,0,0,0,0,0,0,6,2,1,1,0,28,0,0,0,0,0,27,1,0,137,0,1,0,0,0,0,11,7,6,0,0,20,3345,3909
0,10979,1,0,0,0,15,13,2,1,0,5,19,1,0,0,0,19,1,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3345,4157
0,9545,1,0,1,0,0,0,11,0,0,105,0,0,0,0,0,0,3,1,1,0,1,8,0,0,0,3,0,13,0,0,105,0,0,0,0,0,0,0,3,1,1,0,7,3520,2822
0,11142,1,5,1,1,23,1,4,0,0,59,1,0,2,0,0,1,1,1,1,2,1,3,5,0,1,5,0,2,0,0,59,0,0,1,0,0,0,1,0,0,3,0,2,3733,3685
0,9895,1,0,0,3,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1,2,0,0,15,1,0,3,0,0,1,0,0,0,3,0,1,2758,2822
1,9895,2,0,0,3,0,0,5,0,0,43,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,217,0,16,0,0,43,1,0,3,0,0,3,6,1,0,5,0,15,2758,2822
2,9895,3,0,0,2,0,0,4,0,0,27,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,271,1,9,0,0,27,1,0,2,0,0,1,0,1,0,3,0,6,2758,2822
0,8110,1,0,0,0,49,0,37,0,0,252,1,0,0,0,0,1,4,10,4,0,0,14,0,0,0,0,0,21,0,0,252,0,0,0,0,0,0,1,4,2,0,0,8,2822,2784
1,8110,2,0,0,0,3,0,38,0,0,254,0,0,0,0,0,0,4,9,4,2,0,21,0,0,0,0,0,32,0,0,254,0,0,0,0,0,0,2,4,3,1,0,20,2822,2784
2,8110,3,0,0,0,186,7,12,0,0,88,11,0,4,0,0,11,1,6,2,5,0,5,0,0,4,0,0,17,0,0,88,0,0,0,0,0,0,1,4,3,0,0,8,2822,2784
0,9743,1,3,0,0,153,2,2,0,0,62,2,0,3,0,0,2,0,0,0,7,0,0,3,0,3,3,0,11,0,0,62,0,0,0,0,0,0,3,2,2,0,0,9,2822,3770
1,9743,2,0,0,0,230,2,5,0,0,52,3,0,3,0,0,6,0,0,0,5,0,1,0,0,3,0,2,4,0,0,52,2,0,0,0,0,2,0,1,1,0,0,1,2822,3770
2,9743,3,0,0,0,215,1,4,0,0,39,1,0,5,0,0,1,1,0,0,6,0,1,0,0,5,0,1,3,0,0,39,1,0,0,0,0,1,0,0,0,0,0,2,2822,3770
0,10137,1,14,0,3,14,0,32,0,0,114,1,0,0,0,1,2,8,3,2,0,0,19,14,0,1,140,27,21,0,0,114,40,0,4,0,0,40,7,2,1,6,0,17,3770,3135
1,10137,2,0,0,3,0,0,59,0,0,163,1,0,0,0,0,1,11,7,5,0,0,42,0,1,0,134,8,31,0,0,163,15,0,3,0,0,15,8,3,2,3,0,26,3770,3135
2,10137,3,0,0,2,0,0,24,0,0,127,0,0,0,0,0,0,10,3,3,0,0,18,0,0,0,167,0,24,0,0,127,0,0,2,0,0,2,3,2,2,2,0,20,3770,3135
0,11312,1,68,0,1,0,0,4,0,0,42,0,0,0,0,0,0,1,0,0,0,0,3,68,1,0,190,25,18,1,4,42,40,0,0,4,0,44,3,1,0,0,0,17,3770,3139
1,11312,2,1,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,173,29,5,0,0,6,42,0,1,0,0,42,1,0,0,1,1,5,3770,3139
0,9586,1,28,0,1,28,4,19,1,2,109,6,0,0,2,1,8,5,3,3,0,0,13,28,0,2,67,1,29,0,0,109,1,0,2,0,0,1,7,3,2,3,0,24,3770,3648
0,9470,1,0,0,2,0,0,56,0,0,221,0,0,0,0,0,0,29,7,7,0,0,46,0,0,0,60,4,67,0,0,221,5,0,2,0,0,5,17,8,4,3,0,49,3770,3685
1,9470,2,2,0,0,2,0,5,1,0,26,0,1,0,0,0,0,1,1,1,0,0,3,2,0,0,0,0,7,0,0,26,0,0,0,0,0,0,2,3,2,0,0,4,3770,3685
0,10517,1,5,0,0,5,1,93,1,0,295,7,0,0,0,0,7,22,12,11,0,0,57,5,0,1,0,0,70,0,0,295,0,0,0,0,0,0,17,3,1,1,0,63,3770,3731
1,10517,2,4,0,0,4,4,43,2,0,153,5,1,0,0,0,5,13,7,6,0,0,30,4,0,1,0,0,39,0,0,153,0,0,0,0,0,0,9,0,0,1,0,37,3770,3731
0,11009,1,0,0,0,0,0,79,0,0,298,0,0,0,0,0,0,27,15,14,0,0,46,0,0,0,0,0,68,0,0,298,0,0,0,0,0,0,12,11,8,2,0,52,3770,3859
1,11009,2,0,0,2,0,0,60,0,0,174,0,0,0,0,0,0,16,7,7,0,0,46,0,0,0,126,18,55,1,0,174,22,0,1,0,0,22,17,4,3,1,0,50,3770,3859
2,11009,3,0,0,3,0,0,102,0,0,216,0,0,0,0,0,0,44,12,9,0,0,86,0,0,0,84,2,60,0,0,216,2,0,3,0,0,2,16,11,8,4,0,46,3770,3859
0,11847,1,0,0,0,0,0,29,0,0,215,0,0,0,0,0,0,7,8,7,0,0,16,0,2,0,39,1,63,0,0,215,1,0,0,0,0,1,12,10,6,3,0,45,3770,4024
1,11847,2,0,0,1,0,1,61,0,0,264,1,0,0,0,0,1,7,20,16,0,0,28,0,1,0,34,0,67,0,0,264,0,0,1,0,0,0,19,8,2,2,0,49,3770,4024
2,11847,3,199,1,0,191,1,20,0,0,101,5,0,0,0,0,7,4,3,3,0,0,17,199,0,0,0,0,44,0,0,101,0,0,0,0,0,0,11,5,3,3,0,35,3770,4024
0,11578,1,3,0,0,0,0,61,0,0,297,0,0,0,0,0,0,9,14,11,0,0,39,3,0,0,3,1,62,0,0,297,1,0,0,0,0,1,9,9,5,0,0,40,3770,4103
1,11578,2,0,0,0,3,1,83,0,0,297,2,0,0,0,0,2,18,15,11,0,0,61,0,0,0,0,0,77,0,0,297,0,0,0,0,0,0,11,12,9,0,0,56,3770,4103
2,11578,3,0,0,0,0,0,83,0,0,300,0,0,0,0,0,0,21,9,8,1,0,70,0,0,0,0,0,109,0,0,300,0,0,0,0,0,0,19,23,13,0,0,71,3770,4103
0,11866,1,72,0,1,56,0,24,0,0,145,0,0,1,0,0,0,12,3,3,1,0,20,72,0,1,72,1,13,0,1,145,1,0,1,1,0,2,2,4,3,5,0,7,3423,3135
1,11866,2,76,0,0,98,6,5,0,1,73,12,0,1,1,2,13,2,1,1,2,0,4,76,1,1,51,0,8,0,0,73,0,0,0,0,2,0,5,1,1,3,0,7,3423,3135
2,11866,3,48,0,1,169,3,10,0,0,55,4,0,2,0,0,4,6,0,0,4,0,10,48,0,1,40,3,5,0,0,55,7,0,0,0,1,7,2,0,0,0,0,4,3423,3135
0,11174,1,244,0,1,222,1,2,1,0,22,2,0,0,0,0,2,1,1,0,0,0,1,244,0,1,33,0,2,0,3,22,0,0,1,3,0,3,1,0,0,1,0,1,3135,3622
1,11174,2,90,1,0,85,1,0,0,0,13,3,0,0,0,0,3,0,0,0,0,1,0,90,0,0,0,0,4,0,0,13,0,0,0,0,0,0,1,2,2,0,0,2,3135,3622
0,9801,1,39,0,3,26,0,38,0,3,222,0,0,2,3,0,3,10,9,8,2,0,25,39,0,2,27,0,45,0,0,222,0,0,3,0,0,0,14,7,5,3,0,38,3622,3515
1,9801,2,0,0,0,68,5,21,0,0,140,6,0,7,0,0,6,12,4,4,8,0,17,0,0,7,0,0,45,0,0,140,0,0,0,0,0,0,12,13,11,1,0,32,3622,3515
2,9801,3,21,0,0,0,0,73,0,0,259,0,0,0,0,0,0,41,5,4,6,0,67,21,0,0,21,2,117,0,0,259,3,0,0,0,0,3,36,31,23,0,0,85,3622,3515
0,11971,1,33,0,1,33,0,21,0,0,168,0,0,1,0,0,0,4,7,5,3,0,13,33,2,1,99,5,11,0,0,168,5,0,1,0,0,5,5,0,0,1,0,10,3139,509
1,11971,2,169,0,0,169,1,10,0,0,131,1,0,5,0,0,1,3,1,1,8,0,9,169,0,5,0,0,12,0,0,131,0,0,0,0,0,0,0,1,0,0,0,9,3139,509
2,11971,3,243,1,0,243,1,11,0,0,57,1,0,2,0,0,1,4,1,1,3,0,10,243,0,2,0,0,7,0,0,57,0,0,0,0,0,0,1,1,1,0,0,6,3139,509
0,8471,1,13,0,2,0,0,70,0,0,275,1,0,0,0,0,1,8,6,5,1,0,60,13,0,0,4,0,56,1,0,275,0,0,1,0,0,0,29,4,3,1,0,51,3139,1755
1,8471,2,21,0,0,21,2,46,0,1,215,2,0,0,1,1,3,8,4,3,1,0,41,21,0,1,51,1,39,0,0,215,4,0,0,0,0,6,16,5,4,0,0,31,3139,1755
2,8471,3,0,0,0,0,0,67,0,0,225,0,0,0,0,0,0,20,3,2,0,0,63,0,0,0,73,9,51,0,0,225,9,0,0,0,0,12,24,7,6,0,0,41,3139,1755
0,9475,1,38,0,1,71,3,37,0,0,150,4,0,1,0,0,4,17,4,4,2,0,30,38,0,1,38,1,32,0,0,150,2,0,1,0,0,2,8,5,3,2,0,25,509,3772
1,9475,2,0,0,0,3,3,3,1,0,11,4,1,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,1,0,0,0,0,3,509,3772
0,11317,1,0,0,0,0,0,49,0,0,300,0,0,0,0,0,0,11,8,4,0,0,36,0,0,0,0,0,63,0,0,300,0,0,0,0,0,0,18,6,3,0,0,44,1755,3371
1,11317,2,0,0,0,0,0,73,0,0,296,0,0,0,0,0,0,16,15,11,0,0,52,0,0,0,0,0,71,0,0,296,0,0,0,0,0,0,16,13,9,0,0,51,1755,3371
2,11317,3,0,0,0,0,0,75,0,0,292,0,0,0,0,0,0,16,17,13,0,0,55,0,0,0,0,0,92,0,0,292,0,0,0,0,0,0,27,9,7,0,0,76,1755,3371
0,12096,1,6,0,1,0,0,63,0,0,229,0,0,0,0,0,0,21,13,12,1,0,43,6,0,0,6,0,82,1,0,229,0,0,0,0,0,0,23,9,9,0,0,68,3859,3614
1,12096,2,0,0,0,0,2,84,1,0,233,3,1,0,0,0,3,37,14,13,0,0,68,0,0,0,0,0,75,0,0,233,0,0,0,0,0,0,23,7,7,0,0,68,3859,3614
0,10403,1,0,0,1,0,0,74,0,0,300,0,0,0,0,0,0,15,9,8,0,0,58,0,0,0,0,0,78,1,0,300,0,0,0,0,0,0,16,19,15,2,0,55,3859,3787
1,10403,2,31,0,1,13,0,45,0,0,250,0,0,1,0,0,0,20,7,7,1,0,36,31,0,1,31,0,53,0,0,250,0,0,1,0,0,0,8,24,20,3,0,25,3859,3787
2,10403,3,0,0,0,0,0,13,0,0,38,0,0,0,0,0,0,3,4,4,0,0,9,0,0,0,0,0,11,0,0,38,0,0,0,0,0,0,1,3,1,1,0,7,3859,3787
0,10042,1,40,0,2,206,13,5,0,0,54,20,0,0,0,0,20,4,1,1,0,0,4,40,0,0,40,1,1,0,0,54,1,0,1,0,1,1,0,0,0,3,0,0,3859,3830
1,10042,2,24,0,1,8,1,24,0,0,268,1,0,0,0,0,1,10,5,3,0,0,18,24,0,0,24,1,45,0,0,268,1,0,1,0,0,1,7,3,1,6,0,40,3859,3830
2,10042,3,0,0,0,1,2,37,1,0,95,2,1,0,0,0,2,15,5,3,0,0,32,0,0,0,0,0,42,0,0,95,0,0,0,0,0,0,13,4,4,0,0,37,3859,3830
0,11883,1,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,9,7,2,0,0,35,0,0,0,0,0,42,0,0,300,0,0,0,0,0,0,14,5,5,0,0,29,3859,3909
0,11772,1,5,0,1,0,0,44,0,0,295,0,0,0,0,0,0,7,5,4,0,0,33,5,0,0,5,0,63,1,0,295,0,0,0,0,0,0,18,5,2,0,0,52,3731,3614
1,11772,2,3,0,0,0,0,66,0,0,297,0,0,0,0,0,0,11,3,2,0,0,51,3,0,0,3,0,54,0,0,297,0,0,0,0,0,0,19,4,3,0,0,47,3731,3614
2,11772,3,80,0,1,0,0,59,0,0,220,0,0,0,0,0,0,11,5,3,0,0,49,80,0,0,80,9,37,1,0,220,12,0,0,0,0,12,15,2,2,0,0,33,3731,3614
0,11086,1,0,0,0,9,13,20,1,0,54,20,1,0,0,0,20,6,5,2,0,0,15,0,0,0,0,0,20,0,0,54,0,0,0,0,0,0,5,5,5,0,0,13,3614,4024
